position_name,company_name,salary,work_city,work_exp,education,company_size,company_type,industry,position_url,job_summary,welfare,salary_count
海外社交媒体运营经理（FB/IG/TICTOK),上海慧姿化妆品有限公司,1.2万-1.8万,上海,1-3年,本科,100-299人,合资,快速消费品,http://www.zhaopin.com/jobdetail/CC548330821J00578950903.htm,岗位职责： 1、 负责公司客户海外社交平台账户DE 建设、运营及粉丝关系维护； 2、负责Facebook、Twitter、 Instgram、YouTube、TK等主流海外社交媒体的运营策划发布工作，有独立创作内容输出、策划活动的能力； 3、与粉丝建立良好关系，挖掘潜在客户需求，并帮助潜在客户答疑解惑，通过各类新媒体渠道对用户进行引导并引流至相关社交账号； 4、善于数据分析，结合数据策划线上推广方...,"有餐补,提成,五险一金,绩效奖金,通讯补助,带薪假期,周末双休,全勤奖",
闪购-品牌-生态培训,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40668463609.htm,"美团闪购是美团旗下的即时零售平台，依托即时配送能力，连接本地零售供给，满足消费者30分钟万物到家的即时需求。美团闪购涵盖超市便利、食材、水果、鲜花绿植、休闲零食、酒水饮料、数码家电、美妆个护、母婴玩具、日用百货、服饰鞋帽、宠物等诸多品类，业务覆盖全国近3,000个县市区旗，每日百万级在岗骑手，以高效的配送、丰富的品类和广泛的覆盖，为美团数亿用户带来便捷的生活体验，积极助力实体零售线上化转型，提升本...",下午茶,
to c 电商运营负责人,上海喜宝供应链管理有限公司,2万-4万,上海,5-10年,本科,100-299人,合资,互联网,http://www.zhaopin.com/jobdetail/CC159424710J40632280516.htm,岗位职责： 1. 业务筹备与规划：根据公司服装业务（空白及印花类型的T 恤、卫衣和 polo 衫等）发展规划和目标，制定面向C端电商业务的整体规划；包括在自主开设C端店铺（如抖音快手、阿里系、京东、唯品会、拼多多等各类平台的零售及直播）和 与外部电商零售企业供货合作或业务孵化、私域社群运营等业务线； 2. 自营店铺的开设及运营管理：制定业务规划布局及运营计划，建立个平台及渠道自营C端业务渠道，明确...,,
内容主管（数字院线）,上海大世界文化运营有限公司,1.1万-1.5万,上海,1-3年,本科,20-99人,国企,文化艺术/娱乐,http://www.zhaopin.com/jobdetail/CC464655280J40800128215.htm,岗位职责：以商务合作思维协助项目负责人做内容产品开发，通过定制化频道内容寻求商务合作，并完成数字院线内容规划建设，主要工作职责如下：1、基于大世界数字院线社区点位的经营性产品架构设计及拓展2、衔接各地城市文商旅需求的产品设计和商务拓展；3、红色文化的内容矩阵方案设计4、对专属对象群体定制化频道内容的创新设计和策划5、院线产品方案策划、文案包装编辑6、沟通需求方和执行方，完成院线片库内容矩阵规划、设...,,
用户增长专家,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40670068209.htm,美团金融服务平台成立于2016年，以“场景+金融”模式，携手合作伙伴构建开放生态，为美团平台用户和商户提供底层账户、支付通道、信贷、保险和理财等金融解决方案。我们致力于以科技为核心，助力金融机构打通金融普惠“最后一公里”。我们期待与大家共同完成每一件平凡而卓越的事情，一起为用户提供优质的产品体验，守护用户的资金安全，让生活变得更美好。岗位职责1.负责美团借贷产品的用户增长运营，对渠道拉新相关指标负...,,
私域运营经理（base：上海）,上海象冠医药信息咨询有限公司,1万-1.2万,上海,3-5年,大专,20-99人,民营,医药制造,http://www.zhaopin.com/jobdetail/CCL1388818180J40684196602.htm,岗位职责： 负责公司私域流量的策划、运营和管理，制定并执行小程序的推广策略。 根据公司产品和业务需求，制定私域运营策略和计划，提高用户粘性和活跃度。 负责私域内容的策划、编辑和发布，确保内容质量和传播效果。 跟踪和分析私域运营数据，持续优化运营策略，提高运营效果。 负责私域用户的维护和管理，解答用户疑问，收集用户反馈，协助产品和技术团队进行产品优化。 关注用户的行为数据和反馈信息，通过数据分析，深...,,
产品开发总监,上海聚里科技有限公司,3万-6万,上海,5-10年,本科,20人以下,港澳台公司,电子设备制造,http://www.zhaopin.com/jobdetail/CCL1486151750J40693390607.htm,一、岗位职责：1、负责公司产品需求分析，深度分析产品的应用场景，梳理所有功能、场景需求；2、负责产品的产品定义；负责产品策略及实施路径，Roadmap 的制定；3、领导产品的设计工作，负责产品开发进度，确保产品按时交付，并对开发过程中出现的问题进行及时协调解决。4、组织对产品的测试，包括功能测试、性能测试、安全测试等，确保产品质量稳定可靠。5、协调解决跨部门合作中出现的问题，推动项目的顺利进行。6...,,
大客户品牌经理,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40647718309.htm,美团到餐事业部拥有美团历史悠久的餐饮团购业务，聚焦美团“零售+科技”战略，为数以万计的餐饮商户提供一站式营销服务，为广大消费者提供优质的消费体验。我们帮助餐饮商户沉淀口碑、获取用户、增加复购等，持续提升商户数字化经营水平，同时秉承着“帮大家吃得更好，生活更好”的使命，面向消费者提供丰富的产品和服务，帮助消费者更好地作出消费决策。我们有高效成熟的管理体系，还将为你提供全面的人才培养机制和广阔的成长空...,,
Saucony 商品企划经理（鞋）,特步（中国）有限公司,2万-3.5万,上海,5-10年,本科,1000-9999人,上市公司,耐用消费品,http://www.zhaopin.com/jobdetail/CC138042300J40651872510.htm,岗位职责:岗位职责：1、负责承接鞋产品企划端的思路与策略。密切关注流行趋势、消费者需求、与竞争品牌动态。结合市场讯息，反馈终端需求；2、基于年度经营目标和品类销售数据，进行品类生意结构的年度规划、跟进与管理；3、根据品类的销售周期，合理规划新、老货品的上市节奏，满足零售终端、EC对货品的需求。按（分各个地域、渠道）品类生命周期，以及生意需求，测算产品的排产量、加单量与滚动开发需求，合理规划买货预算...,,14薪
动漫商品类目采购&供应链生产主管/经理,北京中信书店有限责任公司,1.3万-1.8万,上海,1-3年,本科,500-999人,国企,零售/批发,http://www.zhaopin.com/jobdetail/CC419477310J40714871605.htm,一、劳动用工标准1.用工性质：中信书店本部正式编制；2.合同期：首次合同3年以上；3.试用期：6个月。入职1-3个月按合同工资标准的80%发放，入职第4个月起按合同工资的100%发放。二、福利待遇1.六险二金（保险实缴、公积金12%、补充医疗、企业年金）及其他商业保险、年度体检；2.工会福利：年节日、员工生日，全年福利合计不低于2400元；3.员工茶歇120元/月；4.其他福利。三、薪酬范围：1、...,"正式编制,六险二金,补充医疗保险,企业年金,体检福利,绩效奖金,有餐补",
医疗行业运营专家,北京三快在线科技有限公司,面议,上海,5-10年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40662489109.htm,美团医药健康事业部是美团核心本地商业板块下专注健康领域的业务部门，涵盖美团买药、美团医美和美团医疗三大业务。自创立以来，美团医药健康致力于为用户提供全健康周期产品及服务，满足人民群众多层次多元化医疗健康需求，现已覆盖购药到家、居家检测、问诊挂号、医保支付、求医寻院、医疗美容等核心场景。此外，美团医药健康还为商户提供数字化转型创新解决方案，打造贯穿上游的联动机制，长期参与共建更透明、更可持续的医药健...,,
广告运营经理,上海两桥人力资源管理有限公司,1.2万-1.6万,上海,经验不限,本科,20人以下,民营,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1399836270J40661178212.htm,"职位描述：1、负责海外地区广告客户的开拓与潜力客户的扶持工作，对Line、SmartNews，Yahoo等海外广告媒体平台进行销售推广，完成既定业绩指标；2、发掘潜在客户,与意向客户进行沟通，与相关部门合作制定并完成推广方案，进行商务接洽、谈判、追踪及签约，收取销售回款；3、负责老客户回访及相关客户关系维护工作，了解、掌握客户需求，收集一线产品信息与意见，促进长期合作并拓展新客户资源；4、向客户提...",,13薪
批发B2B电商助理经理,上海依视路光学有限公司,2万-3万,上海,5-10年,本科,1000-9999人,外商独资,耐用消费品,http://www.zhaopin.com/jobdetail/CC000191270J40604306515.htm,"岗位职责：Sales：销售：• Daily management with frame brand E-WHS customers. (Business review, promotion or activity monitor, etc.)负责公司镜架品牌的电商客户日常管理（定期生意回顾、促销活动追踪、价格管理等）• Developing E-WHS channel policy and aut...",,
区域供需策略,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40671451709.htm,美团配送是以科技为内核的即时物流品牌，利用高效、稳定、广阔的配送网络和前沿科技能力为各行业客户提供涵盖商流物流一体化、流量赋能、行业定制化即时配送、末端配送、前置仓等服务在内的全方位同城物流综合解决方案。作为科技创新和智慧物流的实践者，美团配送在人工智能（AI）、5G应用、物联网（IoT）、云计算等多维度不断探索科创蓝海，让同城物流进入数智化时代。美团配送在IoT智能设备、外卖柜、换电网络、无人配...,,
电线产品运营经理 -北新建材龙牌集团,北新建材(天津)有限公司,1万-2万,上海,3-5年,大专,1000-9999人,国企,建材,http://www.zhaopin.com/jobdetail/CC470184110J40592136508.htm,岗位职责1、调研区域内业务体系、代理渠道体系的ODM产品需求，掌握区域内行业和制造企业的生产制造及销售信息；2、负责此专项品类在区域内的供应链体系寻源及管理工作，建立专项产品的供应商选择、评定、采购及管理工作；3、根据业务销售需求，做营销服务支持工作，包括销售资料编制、制定培训计划、大客户销售支持等；4、对所采购物资的过程监管，确保各项物资在规格、质量、标准等方面符合客户要求；5、及时掌握材料市场...,,
私域运营主管,上海晶粹食品有限公司,1.2万-2万,上海,3-5年,本科,500-999人,民营,快速消费品,http://www.zhaopin.com/jobdetail/CC227423130J40749454215.htm,1. 负责整个私域平台的管理，以销售目标为最终导向，对销量负责，有全局性。从0到1搭建品牌会员体系，制定品牌整体的会员运营策略、规则，设计会员相关权益和积分规则等，并落地实施2.会员成长体系规划及落地执行：利用有效运营手段多渠道拉动新客、激活及活跃会员；根据会员体系定位及运营策略，规划会员成长体系，不断对会员招募、转化、留存机制进行迭代3.会员运营规划及落地执行：负责会员分层运营，精细化管理（包括...,,
搜索产品运营专家-上海,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40671752109.htm,美团平台为用户的基础产品体验负责，还承担了美团的用户增长、市场和品牌营销、前端技术基础设施建设以及多条业务线的产品设计职责，建立了融合文字、图片、视频和直播等不同形式的內容生态系统，同时整合地图服务部、客户服务和体验部、企业业务部、网约车业务部等部门，致力于用科技提升美团数亿消费者、近千万商家、骑手、司机和团长的服务体验。美团平台拥有高并发、多业务的复杂场景，为技术深度优化提供了最佳实践可能。这里...,,
Marketing Executive,上海吉秀信息科技有限公司,2万-2.5万,上海,3-5年,本科,20人以下,外商独资,互联网,http://www.zhaopin.com/jobdetail/CC504221130J40681321513.htm,"Job Overview We are seeking a dynamic and results-driven Marketing Executive to join our team. This role requires good implementation skills, creativity and a proven track record in digital marketing....",,
国际供应链运营(J15124),震坤行工业超市(上海)有限公司,2万-2.5万,上海,经验不限,硕士,1000-9999人,合资,互联网,http://www.zhaopin.com/jobdetail/CC000527960J40797057715.htm,岗位职责:1.制定全球范围内的采购计划并执行，监控备货及产品到货进度，及时调整采购计划2.进行库存管理。建立完善的全球库存管理能力和系统功能，优化库存结构，降低库存成本，实时监控库存水平，避免缺货或积压。3.全球发运计划制定与执行。规划产品的发运计划，选择合适的运输方式，制定最优的运输路线，跟进每一票货物到目的地国家仓库之后的库存状态。4.供应商及订单管理、售后管理。负责全球供应商产品采购的全过程...,,16薪
品牌运营Leader（商业增值）,北京三快在线科技有限公司,面议,上海,5-10年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40605218009.htm,美团到综事业部涵盖洗浴、足疗按摩、KTV、密室剧本娱乐、运动健身、宠物、酒吧、丽人、医美医疗、教育培训、亲子、结婚、家居、家政洗涤维修等数十个重点生活服务细分行业。我们为近200个本地生活服务行业提供营销、经营等数字化服务，链接本地消费需求和本地商家优质服务，搭建信息和交易平台，并提供高质量的履约服务保障。我们通过将信息及服务的线上化和标准化，为用户提供更多美好生活方式的选择，帮助商户在平台上更好...,免费健身,
OTD产品经理,上海睿沃信息科技有限公司,2万-3万,上海,5-10年,本科,20-99人,民营,IT服务,http://www.zhaopin.com/jobdetail/CC194212020J40854976504.htm,熟悉汽车行业，具备较深的行业理解。具有整车OTD的相关经验，熟悉车辆从订单、排产、物流、交付的全流程1。计算机与通讯相关专业，信息化系统产品或项目任一岗位3年及以上工作经验，汽车行业信息数字化建设及服务运维相关工作经验优先2。良好的沟通协调能力、团队合作精神和责任心其他可能的技能要求，如熟悉软件工程和项目管理的方法流程、具备较强的业务理解及梳理分析能力、精通相关办公软件等,,
主任/高级中后端工程师（DFT设计）,比亚迪股份有限公司,2万-4万,上海,5-10年,本科,10000人以上,民营,汽车研发/制造,http://www.zhaopin.com/jobdetail/CC132962990J40544227002.htm,岗位职责1）sys及模块级别DFT设计2）和负责TOP的DFT工程师合作，开发DFT流程3）和sys级及模块及工程师合作，规划sys级别dft结构4）和中后端工程师合作，解决sdc及时序问题任职要求1）本科及以上学历；2）5年以上DFT工作经验，具有超大规模芯片DFT工作经验；3）精通mentor或者synopsys dft工具4）具有先进工艺及项目工作经验.,,
特价团购-供给运营策略,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40514422409.htm,美团的使命是“帮大家吃得更好，生活更好”，公司聚焦“零售 + 科技”战略，和广大商户与各类合作伙伴一起，努力为消费者提供品质生活，推动商品零售和服务零售在需求侧和供给侧的数字化转型。2018年9月20日，美团正式在港交所挂牌上市。美团将始终坚持以客户为中心，不断加大在科技研发方面的投入，更好承担社会责任，更多创造社会价值，与广大合作伙伴一起发展共赢。岗位职责1、 深入理解所负责品类的商业模式，分析...,,
SRM供应商管理软件 销售代表,精诚中国,7千-1.3万,上海,1-3年,大专,300-499人,外商独资,计算机软件,http://www.zhaopin.com/jobdetail/CC526391520J40434046007.htm,"【工作内容】： 1、负责供应链软件产品（SRM）的销售。 2、结果导向, 完成业务目标。 3、负责销售工作推进的全过程 (商务谈判、合同签订、验收、收款与售后服务等) , 了解与挖掘客户需求, 实现客户愿望, 促成成交。 4、做好客户关系的持续深入经营, 定期回访, 建立稳定的客户关系。 5、即时掌握市场讯息与竞争对手舆情。 【岗位要求】： 1、大专及以上学历，专业不限。 2、有销售ERP、SCM...",,
供应链产品经理,阿伽科技(上海)有限公司,1.4万-2.5万,上海,3-5年,本科,20人以下,民营,企业服务,http://www.zhaopin.com/jobdetail/CCL1233675410J40614457311.htm,我们是一家以数据驱动为核心，整合企业内外部数据，为企业提供数据智能决策分析服务，同时以专业的分析算法提供从销售预测到供应链优化解决方案的供应链计划数字化综合服务公司。我们的服务范围涵盖销售预测、生产计划与排程、产销协同、供应链网络布局规划、库存管理优化等。目前公司已有多个大型集团公司客户。创始团队来自美国麻省理工学院(MIT)、美国北卡州立大学（NCSU）、浙江大学、阿里等。 岗位职责： 1. 供...,"绩效奖金,大牛带队",13薪
用户运营专家（到综行业）,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40568516309.htm,美团的使命是“帮大家吃得更好，生活更好”，公司聚焦“零售 + 科技”战略，和广大商户与各类合作伙伴一起，努力为消费者提供品质生活，推动商品零售和服务零售在需求侧和供给侧的数字化转型。2018年9月20日，美团正式在港交所挂牌上市。美团将始终坚持以客户为中心，不断加大在科技研发方面的投入，更好承担社会责任，更多创造社会价值，与广大合作伙伴一起发展共赢。岗位职责1、对综发业务拉新和复购负责，调研/分析...,,
谷歌SEO经理,小西科技(南京)有限责任公司,2万-3.5万,上海,5-10年,本科,300-499人,民营,互联网,http://www.zhaopin.com/jobdetail/CCL1243857490J40638031001.htm,岗位职责：1、 负责公司英文网站推广管理、团队管理，带领团队实施seo优化方案；2、 制定整体SEO策略并监督执行，持续观察分析主流搜索引擎收录和排名规则，不断调整完善SEO实施方案，确保SEO效果达成；3、定期跟踪、分析、总结SEO效果；通过数据分析及数据挖掘手段对网站进行持续分析和改进优化；4、不断拓展和建立更多的网络推广渠道；5、市场竞争分析，竞争对手产品形态、模式、发展趋势以及业内动态分析...,,14薪
电线产品运营经理 -北新建材龙牌集团,北新建材(天津)有限公司,1万-2万,上海,3-5年,大专,1000-9999人,国企,建材,http://www.zhaopin.com/jobdetail/CC470184110J40639819108.htm,岗位职责1、调研区域内业务体系、代理渠道体系的ODM产品需求，掌握区域内行业和制造企业的生产制造及销售信息；2、负责此专项品类在区域内的供应链体系寻源及管理工作，建立专项产品的供应商选择、评定、采购及管理工作；3、根据业务销售需求，做营销服务支持工作，包括销售资料编制、制定培训计划、大客户销售支持等；4、对所采购物资的过程监管，确保各项物资在规格、质量、标准等方面符合客户要求；5、及时掌握材料市场...,,
品类运营负责人,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40618210109.htm,小象超市为美团自营零售业务，定位为社区居民的“30分钟快送超市”，采用“手机App+线下服务站”的模式，通过在社区设立的集存储、分拣、配送为一体的便民服务站，为社区居民提供生鲜食杂日用及配送服务。目前，小象超市已在北京、上海、深圳、广州、武汉、苏州、杭州等多个城市上线。在美团“零售+科技”战略聚焦下，小象超市承载着“深耕即时零售，提升消费体验”的任务，是公司在线上零售探索的核心业态之一，给一二线城...,,
CVS策略部高级主管,内蒙古蒙牛乳业(集团)股份有限公司,1.5万-2万,上海,经验不限,本科,10000人以上,国企,农/林/牧/渔,http://www.zhaopin.com/jobdetail/CC000605800J40543840013.htm,1.完成公司下达的重点便利渠道业绩指标；制定客户年度生意发展规划，并落实追踪执行情况；2.负责所有便利渠道客户标准化管理：必备SKU、货架份额、陈列达成、价格体系、生动化等；3.负责与重点便利渠道客户开展品类管理项目试点与推广；4.负责便利渠道营销规划，结合系统、到家平台及品牌的营销日历及KA体系及集团年度的核心资源实现方案向零售系统的方案落地5.负责便利渠道行销标准化统筹及落地工作6.完成公司要...,,
商品总监（上海）,信泰（福建）科技有限公司,4万-5万,上海,10年以上,本科,1000-9999人,民营,耐用消费品,http://www.zhaopin.com/jobdetail/CC505759420J40694421415.htm,岗位职责：1） 制定和执行公司商品战略，确保与公司整体战略目标一致。 2） 商品生命周期管理，包括产品规划、开发、定价、市场推广和淘汰。 3） 分析市场趋势和竞争对手，提供市场洞察和建议。 4） 协调跨部门团队（如市场、销售、设计）提供解决方案，以确保产品成功推出和销售。 5） 监控商品销售表现，制定相应的改进和优化策略。 6） 管理和培训商品团队，提高团队工作效率和专业能力。任职要求：1） 本科...,,15薪
医疗行业运营,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40662486609.htm,美团医药健康事业部是美团核心本地商业板块下专注健康领域的业务部门，涵盖美团买药、美团医美和美团医疗三大业务。自创立以来，美团医药健康致力于为用户提供全健康周期产品及服务，满足人民群众多层次多元化医疗健康需求，现已覆盖购药到家、居家检测、问诊挂号、医保支付、求医寻院、医疗美容等核心场景。此外，美团医药健康还为商户提供数字化转型创新解决方案，打造贯穿上游的联动机制，长期参与共建更透明、更可持续的医药健...,,
高级销售经理（国产化半导体平台）福利优厚,无锡市同芯恒通科技有限公司,1万-2万,上海,1-3年,大专,20-99人,民营,电子/半导体/集成电路,http://www.zhaopin.com/jobdetail/CC565583520J40729057815.htm,1、负责公司电子元器件产品的销售及推广，完成部门销售指标；2、负责开拓市场，发展新客户，维护老客户，增加产品销售范围；3、通过现场拜访收集市场、客户、项目、竞争对手的信息并进行分析；4、维护及增进已有客户关系，同时开发新客户，建立新的客户关系；5、负责向客户讲解产品的优势及卖点，识别客户在用产品痛点，解决客户问题；6、完成领导交办的其他工作任务。任职资格1 、学历 ：统招大专及以上理工科；2 、工...,"五险一金,带薪假期,出差补贴,包住,定期团建",
零售运营经理,上海宁财贸易有限公司,6千-8千,上海,3-5年,中专/中技,20-99人,民营,零售/批发,http://www.zhaopin.com/jobdetail/CC640905120J40674939609.htm,岗位内容：1. 管理公司的日常业务运营，包括财务、人力资源、客户服务和销售等方面。2. 制定和实施流程和政策以提高效率和生产力。3. 监督公司的各个指标并提供分析报告以优化业务流程。4. 参与跨部门协作以推动公司目标的实现。5. 改进公司工作流程和业务流程，提高客户满意度和业务利润。任职要求：1. 具有优秀的领导力和团队管理能力，能够激励和引导下属开展工作；2. 熟练掌握公司运营所需的各种工具和软...,,
医美KA商家运营（营销策略方向）,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40682950409.htm,美团医药健康事业部是美团核心本地商业板块下专注健康领域的业务部门，涵盖美团买药、美团医美和美团医疗三大业务。自创立以来，美团医药健康致力于为用户提供全健康周期产品及服务，满足人民群众多层次多元化医疗健康需求，现已覆盖购药到家、居家检测、问诊挂号、医保支付、求医寻院、医疗美容等核心场景。此外，美团医药健康还为商户提供数字化转型创新解决方案，打造贯穿上游的联动机制，长期参与共建更透明、更可持续的医药健...,,
电子元器件产品经理-鸿远泽通（上海）,北京元六鸿远电子科技股份有限公司,7千-1.2万,上海,1-3年,大专,500-999人,民营,电子/半导体/集成电路,http://www.zhaopin.com/jobdetail/CC120931980J40593937603.htm,岗位职责：1、分析被动电子元器件行业发展趋势，挖掘潜在客户，扩大公司代理产品在行业中的占有率。2、分析竞争对手在行业中的优弱势，进行竞争分析，提出竞争对策。3、配合部门制定产品推广计划，落实产品推广细则。4、协助销售人员提高产品知识和销售技能，结合市场变化、竞争格局和客户需求，给出针对性建议。5、了解当前市场环境和行业动态，具有前瞻性思维和商业敏感度。 任职资格：1、大专及以上学历，电子行业相关专...,,
跨境电商专员（工业品、大连双骥科技）,东海耀碳素(大连)有限公司,8千-1.5万,上海,3-5年,本科,100-299人,合资,金属制品业,http://www.zhaopin.com/jobdetail/CC247279220J40695692715.htm,岗位职责：1.负责公司产品（铸件、刀片和石墨）在海外市场的社交媒体账号的日常运营和管理，包括但不限于Facebook、Twitter、Instagram、LinkedIn等。2.根据公司战略，制定并执行海外社交媒体营销计划，提高产品知名度和关注度。3.负责撰写和发布有吸引力的社交媒体内容，包括文案、图片、视频等，与目标客户建立良好互动。4.监测并分析社交媒体数据，定期汇报运营情况，不断优化运营策略...,,
蔬菜商品运营专家-上海,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40618744309.htm,小象超市为美团自营零售业务，定位为社区居民的“30分钟快送超市”，采用“手机App+线下服务站”的模式，通过在社区设立的集存储、分拣、配送为一体的便民服务站，为社区居民提供生鲜食杂日用及配送服务。目前，小象超市已在北京、上海、深圳、广州、武汉、苏州、杭州等多个城市上线。在美团“零售+科技”战略聚焦下，小象超市承载着“深耕即时零售，提升消费体验”的任务，是公司在线上零售探索的核心业态之一，给一二线城...,,
新品开发经理,上海妆尚生物科技有限公司,8千-1.2万,上海,3-5年,本科,20-99人,民营,快速消费品,http://www.zhaopin.com/jobdetail/CC881324620J00576541607.htm,岗位职责：1、 具有能够独立完成实施产品开发的能力，并对新开发产品提出相关的论证；2、 根据市场变化，收集相关产品的资料，制定新产品的开发计划，对确定方案后并执行；3、 负责对产品的成份进行合理化建议、效果评估、对配方进行优化的要求；4、 负责对产品的外观和成份进行统筹规划，确保新产品上市的顺利进行；5、 熟悉政府相关部门的检测、报备案流程；6、 负责代工厂或研发部门的沟通；7、 负责化妆品的编号...,"五险一金,年终奖,绩效奖金,全勤奖",
产品线经理,润欣科技,1.5万-1.8万,上海,3-5年,本科,100-299人,民营,计算机硬件,http://www.zhaopin.com/jobdetail/CC000401290J40642153401.htm,"岗位职责：1. 负责对接公司代理的品牌线，对所负责的产品线有较深刻认识，针对整个市场情况，有明确的市场策略；2. 紧密地与Sales、FAE配合，了解各地客户的情况，完成公司业绩指标；3. 根据市场价格的变化拟制报表,管理库存，按时完成各种工作报告及领导分配的任务；4. 维持与供应商各层面人员的良好关系；5. 了解供应商的状况，如市场政策、代理商政策、产品信息、人事情况；6. 将有关信息及时传递给...",,13薪
闪购-自有品牌产品开发专家,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40679343709.htm,"美团闪购是美团旗下的即时零售平台，依托即时配送能力，连接本地零售供给，满足消费者30分钟万物到家的即时需求。美团闪购涵盖超市便利、食材、水果、鲜花绿植、休闲零食、酒水饮料、数码家电、美妆个护、母婴玩具、日用百货、服饰鞋帽、宠物等诸多品类，业务覆盖全国近3,000个县市区旗，每日百万级在岗骑手，以高效的配送、丰富的品类和广泛的覆盖，为美团数亿用户带来便捷的生活体验，积极助力实体零售线上化转型，提升本...",下午茶,
Marketing（信号链）,北京泽盛人力资源管理有限公司,3万-6万,上海,3-5年,本科,20-99人,,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1437183680J40801747715.htm,"工作内容：1、调研汽车市场信号链，高边产品，无刷马达驱动的需求，综合TAM分析和竞争分析，提出新产品建议。2、和产品线一起确认客户的基本参数要求，完成产品定义并内部推动新产品开发。3、新产品推广，驱动公司内部资源，推动新产品的design in,并考核FAE团队的新产品design-in/design win。4、热点应用总结，产生新品应用PPT，开发新市场，推动销售团队专注热点市场和应用。5、竞...",,
大客户运营（广告效果投放）,博彦科技承德有限公司,1.6万-1.7万,上海,3-5年,大专,1000-9999人,股份制企业,IT服务,http://www.zhaopin.com/jobdetail/CC637366030J40632265706.htm,职位描述1、负责商业化KA大客户服务，准确识别客户需求与平台产品契合机会，制定客户全产品路径解决方案并推进落地，产品包括但不限于信息流、直播、私信等；2、 大客户效果广告投放策略制定并落地，包括但不限于投放指导、产品培训、优化策略、效果跟进、数据分析、日常账户管理等，维护客户关系，对客户收入负责；3、 通过数据总结产品运营现状，有的放矢的发现/提出问题解决方案并推动落地；4、 不断探索、总结行业玩...,,
内容运营专家（泛生活品类）,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40641957309.htm,大众点评作为国内重要的本地生活消费决策参考平台，多年来深耕本地生活消费领域，深受广大用户的信任和喜爱。我们的业务覆盖了吃喝玩乐游购娱等生活场景，通过极具辨识度和公信力的”星级“和”评价“产品，为数亿用户提供了全面、可信的消费决策依据。为更好满足用户探索城市的需求，大众点评在原有星级和评价的基础上，以信息流产品形式，助力用户发现更多好去处。大量优秀年轻同学的加入，为我们的团队注入了澎湃活力。我们相信...,,
电商运营主管/经理 (pc/3c/数码）,上海能良电子科技有限公司,1.2万-2.2万,上海,3-5年,大专,500-999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC637353830J40660483809.htm,职位描述岗位职责1、负责线上店铺运营管理；2、供应商管理：与供应商建立良好的合作关系，制定合理的采购计划，实现成本控制和质量保证；3、协助部门领导完成店铺的整体规划、营销、推广、客户关系维护等系统经营性工作；4、负责店铺日常改版策划、上架、推广、销售、账单跟进，售后服务等日常运作；/5与各电商平台对接运营负责人做好日常关系维护，最大化争取活动资源位；岗位要求：1、本科学历，自考本科也可以；2、具有...,,
B站信息流广告运营主管,广东钰顺数字科技有限公司,1.4万-1.8万,上海,1-3年,本科,100-299人,民营,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1419120480J40646859816.htm,岗位职责：1、负责头部3C品牌客户客户的信息流媒体投放及统筹工作，以B站渠道为主，头条和广点通业务为辅；2、根据投放推广策略，搭建和操作推广账户；监控实时成交等数据，对广告投放效果负责；3、熟练使用媒体工具达到控本提效的目的；4、研究和监控竞争对手的做法和媒体的变化，及时提出调整方案。任职要求：1、本科以上学历，2年以上B站媒体投放经验，有品牌+效果广告经验优先；2、具备良好的数据分析能力和优化能...,,
